multipole_ell,TT,EE,BB,PP
ell1562,5.0302800000e+02,1.8678200000e+01,7.7369300000e-02,3.0813100000e-09
ell1563,5.0041200000e+02,1.8762300000e+01,7.7283200000e-02,3.0778100000e-09
ell1564,4.9782900000e+02,1.8845900000e+01,7.7197300000e-02,3.0743200000e-09
ell1565,4.9527600000e+02,1.8926900000e+01,7.7111400000e-02,3.0708400000e-09
ell1566,4.9274100000e+02,1.9007400000e+01,7.7025600000e-02,3.0673600000e-09
ell1567,4.9022100000e+02,1.9084500000e+01,7.6940000000e-02,3.0638800000e-09
ell1568,4.8773300000e+02,1.9162700000e+01,7.6854600000e-02,3.0604100000e-09
ell1569,4.8528300000e+02,1.9238300000e+01,7.6769300000e-02,3.0569500000e-09
ell1570,4.8285700000e+02,1.9313500000e+01,7.6684100000e-02,3.0534900000e-09
ell1571,4.8046200000e+02,1.9388300000e+01,7.6599200000e-02,3.0500400000e-09
ell1572,4.7808300000e+02,1.9459000000e+01,7.6514400000e-02,3.0466000000e-09
ell1573,4.7573400000e+02,1.9529300000e+01,7.6429800000e-02,3.0431500000e-09
ell1574,4.7343100000e+02,1.9597100000e+01,7.6345400000e-02,3.0397200000e-09
ell1575,4.7114300000e+02,1.9664500000e+01,7.6261200000e-02,3.0362900000e-09
ell1576,4.6888600000e+02,1.9727900000e+01,7.6177300000e-02,3.0328700000e-09
ell1577,4.6666000000e+02,1.9790900000e+01,7.6093500000e-02,3.0294500000e-09
ell1578,4.6446300000e+02,1.9852100000e+01,7.6010100000e-02,3.0260300000e-09
ell1579,4.6230400000e+02,1.9910800000e+01,7.5926800000e-02,3.0226300000e-09
ell1580,4.6016100000e+02,1.9969200000e+01,7.5843800000e-02,3.0192200000e-09
ell1581,4.5804700000e+02,2.0025100000e+01,7.5761100000e-02,3.0158300000e-09
ell1582,4.5597800000e+02,2.0079200000e+01,7.5678600000e-02,3.0124400000e-09
ell1583,4.5392500000e+02,2.0130000000e+01,7.5596500000e-02,3.0090500000e-09
ell1584,4.5191600000e+02,2.0180600000e+01,7.5514600000e-02,3.0056700000e-09
ell1585,4.4992200000e+02,2.0229400000e+01,7.5433000000e-02,3.0023000000e-09
ell1586,4.4797200000e+02,2.0275000000e+01,7.5351700000e-02,2.9989300000e-09
ell1587,4.4605300000e+02,2.0319600000e+01,7.5270700000e-02,2.9955600000e-09
ell1588,4.4417000000e+02,2.0361700000e+01,7.5190000000e-02,2.9922100000e-09
ell1589,4.4231000000e+02,2.0402100000e+01,7.5109700000e-02,2.9888500000e-09
ell1590,4.4047900000e+02,2.0440000000e+01,7.5029700000e-02,2.9855000000e-09
ell1591,4.3869300000e+02,2.0476200000e+01,7.4950000000e-02,2.9821600000e-09
ell1592,4.3692900000e+02,2.0510800000e+01,7.4870700000e-02,2.9788200000e-09
ell1593,4.3520100000e+02,2.0542800000e+01,7.4791700000e-02,2.9754900000e-09
ell1594,4.3349600000e+02,2.0573200000e+01,7.4713000000e-02,2.9721700000e-09
ell1595,4.3183500000e+02,2.0601800000e+01,7.4634800000e-02,2.9688500000e-09
ell1596,4.3021100000e+02,2.0627300000e+01,7.4556900000e-02,2.9655300000e-09
ell1597,4.2860900000e+02,2.0651100000e+01,7.4479400000e-02,2.9622200000e-09
ell1598,4.2704400000e+02,2.0672500000e+01,7.4402200000e-02,2.9589200000e-09
ell1599,4.2550800000e+02,2.0692200000e+01,7.4325500000e-02,2.9556200000e-09
ell1600,4.2400900000e+02,2.0710300000e+01,7.4249100000e-02,2.9523200000e-09
ell1601,4.2254000000e+02,2.0725900000e+01,7.4173100000e-02,2.9490300000e-09
ell1602,4.2109300000e+02,2.0738300000e+01,7.4097600000e-02,2.9457500000e-09
ell1603,4.1969700000e+02,2.0749100000e+01,7.4022400000e-02,2.9424700000e-09
ell1604,4.1832300000e+02,2.0757500000e+01,7.3947700000e-02,2.9392000000e-09
ell1605,4.1698600000e+02,2.0764300000e+01,7.3873300000e-02,2.9359300000e-09
ell1606,4.1567800000e+02,2.0768600000e+01,7.3799400000e-02,2.9326600000e-09
ell1607,4.1440000000e+02,2.0771300000e+01,7.3725900000e-02,2.9294100000e-09
ell1608,4.1315100000e+02,2.0772300000e+01,7.3652800000e-02,2.9261500000e-09
ell1609,4.1194600000e+02,2.0769500000e+01,7.3580200000e-02,2.9229100000e-09
ell1610,4.1077100000e+02,2.0765000000e+01,7.3508000000e-02,2.9196600000e-09
ell1611,4.0961800000e+02,2.0758900000e+01,7.3436200000e-02,2.9164300000e-09
ell1612,4.0850900000e+02,2.0749700000e+01,7.3364900000e-02,2.9131900000e-09
ell1613,4.0741400000e+02,2.0738800000e+01,7.3294000000e-02,2.9099700000e-09
ell1614,4.0636400000e+02,2.0726300000e+01,7.3223500000e-02,2.9067500000e-09
ell1615,4.0534300000e+02,2.0711400000e+01,7.3153500000e-02,2.9035300000e-09
ell1616,4.0434500000e+02,2.0694100000e+01,7.3084000000e-02,2.9003200000e-09
ell1617,4.0338300000e+02,2.0675200000e+01,7.3014900000e-02,2.8971100000e-09
ell1618,4.0245100000e+02,2.0653900000e+01,7.2946200000e-02,2.8939100000e-09
ell1619,4.0153400000e+02,2.0630200000e+01,7.2878000000e-02,2.8907100000e-09
ell1620,4.0066900000e+02,2.0604900000e+01,7.2810300000e-02,2.8875200000e-09
ell1621,3.9982600000e+02,2.0576500000e+01,7.2743000000e-02,2.8843400000e-09
ell1622,3.9901300000e+02,2.0547200000e+01,7.2676200000e-02,2.8811600000e-09
ell1623,3.9822200000e+02,2.0515500000e+01,7.2609800000e-02,2.8779800000e-09
ell1624,3.9746900000e+02,2.0482100000e+01,7.2543900000e-02,2.8748100000e-09
ell1625,3.9674500000e+02,2.0445600000e+01,7.2478400000e-02,2.8716400000e-09
ell1626,3.9604400000e+02,2.0408200000e+01,7.2413400000e-02,2.8684800000e-09
ell1627,3.9536600000e+02,2.0367700000e+01,7.2348800000e-02,2.8653300000e-09
ell1628,3.9471900000e+02,2.0326300000e+01,7.2284700000e-02,2.8621800000e-09
ell1629,3.9410100000e+02,2.0282500000e+01,7.2221100000e-02,2.8590300000e-09
ell1630,3.9351400000e+02,2.0237000000e+01,7.2157900000e-02,2.8558900000e-09
ell1631,3.9293500000e+02,2.0189100000e+01,7.2095200000e-02,2.8527500000e-09
ell1632,3.9240100000e+02,2.0138800000e+01,7.2032900000e-02,2.8496200000e-09
ell1633,3.9189100000e+02,2.0087600000e+01,7.1971000000e-02,2.8465000000e-09
ell1634,3.9141800000e+02,2.0033900000e+01,7.1909700000e-02,2.8433700000e-09
ell1635,3.9095500000e+02,1.9979300000e+01,7.1848700000e-02,2.8402600000e-09
ell1636,3.9052200000e+02,1.9920800000e+01,7.1788200000e-02,2.8371500000e-09
ell1637,3.9011300000e+02,1.9862100000e+01,7.1728200000e-02,2.8340400000e-09
ell1638,3.8972000000e+02,1.9801800000e+01,7.1668600000e-02,2.8309400000e-09
ell1639,3.8936500000e+02,1.9738900000e+01,7.1609400000e-02,2.8278400000e-09
ell1640,3.8902700000e+02,1.9674400000e+01,7.1550700000e-02,2.8247500000e-09
ell1641,3.8870600000e+02,1.9608200000e+01,7.1492400000e-02,2.8216600000e-09
ell1642,3.8841600000e+02,1.9540200000e+01,7.1434500000e-02,2.8185800000e-09
ell1643,3.8814300000e+02,1.9472000000e+01,7.1377100000e-02,2.8155100000e-09
ell1644,3.8788800000e+02,1.9399800000e+01,7.1320100000e-02,2.8124300000e-09
ell1645,3.8765600000e+02,1.9326700000e+01,7.1263500000e-02,2.8093700000e-09
ell1646,3.8744200000e+02,1.9252500000e+01,7.1207300000e-02,2.8063000000e-09
ell1647,3.8726000000e+02,1.9176600000e+01,7.1151500000e-02,2.8032500000e-09
ell1648,3.8709500000e+02,1.9099000000e+01,7.1096200000e-02,2.8001900000e-09
ell1649,3.8694800000e+02,1.9020300000e+01,7.1041200000e-02,2.7971400000e-09
ell1650,3.8681800000e+02,1.8939100000e+01,7.0986700000e-02,2.7941000000e-09
ell1651,3.8670700000e+02,1.8857600000e+01,7.0932500000e-02,2.7910600000e-09
ell1652,3.8662000000e+02,1.8772800000e+01,7.0878800000e-02,2.7880300000e-09
ell1653,3.8654500000e+02,1.8687700000e+01,7.0825400000e-02,2.7850000000e-09
ell1654,3.8648700000e+02,1.8602300000e+01,7.0772400000e-02,2.7819800000e-09
ell1655,3.8645500000e+02,1.8515100000e+01,7.0719800000e-02,2.7789600000e-09
ell1656,3.8643400000e+02,1.8426100000e+01,7.0667600000e-02,2.7759400000e-09
ell1657,3.8641700000e+02,1.8336000000e+01,7.0615800000e-02,2.7729300000e-09
ell1658,3.8643300000e+02,1.8244000000e+01,7.0564300000e-02,2.7699300000e-09
ell1659,3.8646100000e+02,1.8151000000e+01,7.0513200000e-02,2.7669300000e-09
ell1660,3.8649300000e+02,1.8057600000e+01,7.0462400000e-02,2.7639300000e-09
ell1661,3.8655100000e+02,1.7962300000e+01,7.0412000000e-02,2.7609400000e-09
ell1662,3.8661300000e+02,1.7866600000e+01,7.0361900000e-02,2.7579500000e-09
ell1663,3.8669500000e+02,1.7769800000e+01,7.0312200000e-02,2.7549700000e-09
ell1664,3.8678100000e+02,1.7671100000e+01,7.0262800000e-02,2.7519900000e-09
ell1665,3.8688700000e+02,1.7572000000e+01,7.0213700000e-02,2.7490200000e-09
ell1666,3.8700500000e+02,1.7471800000e+01,7.0165000000e-02,2.7460500000e-09
ell1667,3.8712800000e+02,1.7371100000e+01,7.0116500000e-02,2.7430900000e-09
ell1668,3.8727100000e+02,1.7269200000e+01,7.0068400000e-02,2.7401300000e-09
ell1669,3.8742000000e+02,1.7166900000e+01,7.0020600000e-02,2.7371800000e-09
ell1670,3.8757300000e+02,1.7063400000e+01,6.9973100000e-02,2.7342300000e-09
ell1671,3.8774700000e+02,1.6958600000e+01,6.9925900000e-02,2.7312800000e-09
ell1672,3.8792600000e+02,1.6853400000e+01,6.9878900000e-02,2.7283400000e-09
ell1673,3.8810400000e+02,1.6747000000e+01,6.9832300000e-02,2.7254100000e-09
ell1674,3.8830300000e+02,1.6641500000e+01,6.9785900000e-02,2.7224700000e-09
ell1675,3.8849300000e+02,1.6534000000e+01,6.9739800000e-02,2.7195500000e-09
ell1676,3.8870300000e+02,1.6425300000e+01,6.9693900000e-02,2.7166300000e-09
ell1677,3.8892100000e+02,1.6317600000e+01,6.9648300000e-02,2.7137100000e-09
ell1678,3.8912900000e+02,1.6207800000e+01,6.9603000000e-02,2.7108000000e-09
ell1679,3.8935200000e+02,1.6098900000e+01,6.9557900000e-02,2.7078900000e-09
ell1680,3.8958100000e+02,1.5988700000e+01,6.9513000000e-02,2.7049800000e-09
ell1681,3.8981800000e+02,1.5877300000e+01,6.9468300000e-02,2.7020800000e-09
ell1682,3.9004600000e+02,1.5766700000e+01,6.9423900000e-02,2.6991900000e-09
ell1683,3.9028900000e+02,1.5656200000e+01,6.9379700000e-02,2.6963000000e-09
ell1684,3.9053200000e+02,1.5544500000e+01,6.9335600000e-02,2.6934100000e-09
ell1685,3.9078200000e+02,1.5432800000e+01,6.9291800000e-02,2.6905300000e-09
ell1686,3.9103300000e+02,1.5321300000e+01,6.9248200000e-02,2.6876500000e-09
ell1687,3.9127600000e+02,1.5208300000e+01,6.9204700000e-02,2.6847800000e-09
ell1688,3.9153500000e+02,1.5096200000e+01,6.9161400000e-02,2.6819100000e-09
ell1689,3.9177900000e+02,1.4984200000e+01,6.9118300000e-02,2.6790500000e-09
ell1690,3.9202400000e+02,1.4871500000e+01,6.9075400000e-02,2.6761900000e-09
ell1691,3.9227700000e+02,1.4759600000e+01,6.9032600000e-02,2.6733300000e-09
ell1692,3.9253100000e+02,1.4646300000e+01,6.8989900000e-02,2.6704800000e-09
ell1693,3.9277900000e+02,1.4533800000e+01,6.8947400000e-02,2.6676400000e-09
ell1694,3.9302100000e+02,1.4422000000e+01,6.8905000000e-02,2.6647900000e-09
ell1695,3.9327100000e+02,1.4308700000e+01,6.8862700000e-02,2.6619600000e-09
ell1696,3.9351600000e+02,1.4196900000e+01,6.8820600000e-02,2.6591200000e-09
ell1697,3.9374700000e+02,1.4084400000e+01,6.8778500000e-02,2.6562900000e-09
ell1698,3.9398800000e+02,1.3972600000e+01,6.8736600000e-02,2.6534700000e-09
ell1699,3.9422300000e+02,1.3860800000e+01,6.8694700000e-02,2.6506500000e-09
ell1700,3.9445200000e+02,1.3748200000e+01,6.8652900000e-02,2.6478300000e-09
ell1701,3.9466900000e+02,1.3637700000e+01,6.8611200000e-02,2.6450200000e-09
ell1702,3.9489500000e+02,1.3526500000e+01,6.8569600000e-02,2.6422200000e-09
ell1703,3.9511000000e+02,1.3416600000e+01,6.8528000000e-02,2.6394100000e-09
ell1704,3.9531900000e+02,1.3306000000e+01,6.8486400000e-02,2.6366100000e-09
ell1705,3.9552300000e+02,1.3196700000e+01,6.8444900000e-02,2.6338200000e-09
ell1706,3.9571500000e+02,1.3085800000e+01,6.8403500000e-02,2.6310300000e-09
ell1707,3.9591100000e+02,1.2976300000e+01,6.8362000000e-02,2.6282400000e-09
ell1708,3.9609400000e+02,1.2868100000e+01,6.8320600000e-02,2.6254600000e-09
ell1709,3.9627300000e+02,1.2760600000e+01,6.8279200000e-02,2.6226800000e-09
ell1710,3.9644100000e+02,1.2654300000e+01,6.8237800000e-02,2.6199100000e-09
ell1711,3.9659700000e+02,1.2548700000e+01,6.8196400000e-02,2.6171400000e-09
ell1712,3.9675700000e+02,1.2442100000e+01,6.8155000000e-02,2.6143800000e-09
ell1713,3.9689800000e+02,1.2336900000e+01,6.8113500000e-02,2.6116200000e-09
ell1714,3.9702700000e+02,1.2232900000e+01,6.8072100000e-02,2.6088600000e-09
ell1715,3.9714600000e+02,1.2128700000e+01,6.8030600000e-02,2.6061100000e-09
ell1716,3.9726900000e+02,1.2025800000e+01,6.7989000000e-02,2.6033600000e-09
ell1717,3.9737300000e+02,1.1923500000e+01,6.7947400000e-02,2.6006200000e-09
ell1718,3.9746000000e+02,1.1822300000e+01,6.7905800000e-02,2.5978800000e-09
ell1719,3.9754300000e+02,1.1721700000e+01,6.7864100000e-02,2.5951400000e-09
ell1720,3.9762200000e+02,1.1622300000e+01,6.7822300000e-02,2.5924100000e-09
ell1721,3.9768500000e+02,1.1524200000e+01,6.7780400000e-02,2.5896800000e-09
ell1722,3.9774400000e+02,1.1425700000e+01,6.7738500000e-02,2.5869600000e-09
ell1723,3.9778500000e+02,1.1328500000e+01,6.7696500000e-02,2.5842400000e-09
ell1724,3.9780900000e+02,1.1233200000e+01,6.7654300000e-02,2.5815300000e-09
ell1725,3.9782300000e+02,1.1137700000e+01,6.7612100000e-02,2.5788200000e-09
ell1726,3.9782600000e+02,1.1044000000e+01,6.7569800000e-02,2.5761100000e-09
ell1727,3.9782000000e+02,1.0950800000e+01,6.7527300000e-02,2.5734100000e-09
ell1728,3.9779600000e+02,1.0860200000e+01,6.7484700000e-02,2.5707100000e-09
ell1729,3.9777000000e+02,1.0770100000e+01,6.7442000000e-02,2.5680200000e-09
ell1730,3.9771200000e+02,1.0680300000e+01,6.7399100000e-02,2.5653300000e-09
ell1731,3.9765200000e+02,1.0591700000e+01,6.7356200000e-02,2.5626400000e-09
ell1732,3.9757400000e+02,1.0504200000e+01,6.7313000000e-02,2.5599600000e-09
ell1733,3.9748700000e+02,1.0418600000e+01,6.7269700000e-02,2.5572800000e-09
ell1734,3.9738300000e+02,1.0333400000e+01,6.7226300000e-02,2.5546100000e-09
ell1735,3.9726200000e+02,1.0250000000e+01,6.7182700000e-02,2.5519400000e-09
ell1736,3.9713200000e+02,1.0167000000e+01,6.7138900000e-02,2.5492700000e-09
ell1737,3.9698500000e+02,1.0086600000e+01,6.7095000000e-02,2.5466100000e-09
ell1738,3.9682100000e+02,1.0006500000e+01,6.7050800000e-02,2.5439500000e-09
ell1739,3.9665500000e+02,9.9282300000e+00,6.7006500000e-02,2.5413000000e-09
ell1740,3.9645800000e+02,9.8510600000e+00,6.6962000000e-02,2.5386500000e-09
ell1741,3.9626600000e+02,9.7749700000e+00,6.6917300000e-02,2.5360100000e-09
ell1742,3.9604300000e+02,9.7006900000e+00,6.6872400000e-02,2.5333600000e-09
ell1743,3.9581100000e+02,9.6274700000e+00,6.6827300000e-02,2.5307300000e-09
ell1744,3.9556200000e+02,9.5560600000e+00,6.6782000000e-02,2.5280900000e-09
ell1745,3.9529700000e+02,9.4849600000e+00,6.6736500000e-02,2.5254600000e-09
ell1746,3.9501500000e+02,9.4163900000e+00,6.6690800000e-02,2.5228400000e-09
ell1747,3.9472400000e+02,9.3496100000e+00,6.6644800000e-02,2.5202200000e-09
ell1748,3.9440900000e+02,9.2846100000e+00,6.6598600000e-02,2.5176000000e-09
ell1749,3.9407700000e+02,9.2199100000e+00,6.6552200000e-02,2.5149800000e-09
ell1750,3.9373000000e+02,9.1569800000e+00,6.6505600000e-02,2.5123700000e-09
ell1751,3.9336500000e+02,9.0950900000e+00,6.6458700000e-02,2.5097700000e-09
ell1752,3.9299200000e+02,9.0342100000e+00,6.6411600000e-02,2.5071700000e-09
ell1753,3.9260200000e+02,8.9743500000e+00,6.6364300000e-02,2.5045700000e-09
ell1754,3.9219600000e+02,8.9170000000e+00,6.6316700000e-02,2.5019700000e-09
ell1755,3.9177400000e+02,8.8619100000e+00,6.6268800000e-02,2.4993800000e-09
ell1756,3.9134200000e+02,8.8073200000e+00,6.6220700000e-02,2.4968000000e-09
ell1757,3.9088700000e+02,8.7543200000e+00,6.6172300000e-02,2.4942100000e-09
ell1758,3.9040800000e+02,8.7027600000e+00,6.6123700000e-02,2.4916300000e-09
ell1759,3.8992800000e+02,8.6527900000e+00,6.6074800000e-02,2.4890600000e-09
ell1760,3.8942400000e+02,8.6044800000e+00,6.6025700000e-02,2.4864900000e-09
ell1761,3.8890300000e+02,8.5576800000e+00,6.5976300000e-02,2.4839200000e-09
ell1762,3.8836700000e+02,8.5123200000e+00,6.5926600000e-02,2.4813600000e-09
ell1763,3.8782100000e+02,8.4686700000e+00,6.5876600000e-02,2.4788000000e-09
ell1764,3.8726600000e+02,8.4266800000e+00,6.5826400000e-02,2.4762400000e-09
ell1765,3.8668000000e+02,8.3860400000e+00,6.5775900000e-02,2.4736900000e-09
ell1766,3.8608600000e+02,8.3468900000e+00,6.5725100000e-02,2.4711400000e-09
ell1767,3.8547400000e+02,8.3092400000e+00,6.5674100000e-02,2.4686000000e-09
ell1768,3.8484700000e+02,8.2732400000e+00,6.5622700000e-02,2.4660600000e-09
ell1769,3.8421000000e+02,8.2387200000e+00,6.5571100000e-02,2.4635200000e-09
ell1770,3.8355000000e+02,8.2056300000e+00,6.5519100000e-02,2.4609900000e-09
ell1771,3.8288100000e+02,8.1741700000e+00,6.5466900000e-02,2.4584600000e-09
ell1772,3.8220200000e+02,8.1441300000e+00,6.5414400000e-02,2.4559300000e-09
ell1773,3.8149200000e+02,8.1155800000e+00,6.5361600000e-02,2.4534100000e-09
ell1774,3.8078000000e+02,8.0885900000e+00,6.5308500000e-02,2.4508900000e-09
ell1775,3.8005200000e+02,8.0631000000e+00,6.5255200000e-02,2.4483800000e-09
ell1776,3.7931500000e+02,8.0390200000e+00,6.5201500000e-02,2.4458700000e-09
ell1777,3.7854600000e+02,8.0165900000e+00,6.5147500000e-02,2.4433600000e-09
ell1778,3.7777500000e+02,7.9955000000e+00,6.5093300000e-02,2.4408600000e-09
ell1779,3.7698700000e+02,7.9759800000e+00,6.5038700000e-02,2.4383600000e-09
ell1780,3.7619000000e+02,7.9578800000e+00,6.4983800000e-02,2.4358600000e-09
ell1781,3.7538400000e+02,7.9412000000e+00,6.4928700000e-02,2.4333700000e-09
ell1782,3.7454500000e+02,7.9260200000e+00,6.4873200000e-02,2.4308800000e-09
ell1783,3.7370500000e+02,7.9122700000e+00,6.4817500000e-02,2.4284000000e-09
ell1784,3.7286200000e+02,7.8998800000e+00,6.4761400000e-02,2.4259200000e-09
ell1785,3.7199500000e+02,7.8889900000e+00,6.4705100000e-02,2.4234400000e-09
ell1786,3.7111800000e+02,7.8794600000e+00,6.4648400000e-02,2.4209600000e-09
ell1787,3.7023100000e+02,7.8714500000e+00,6.4591500000e-02,2.4184900000e-09
ell1788,3.6933400000e+02,7.8647300000e+00,6.4534300000e-02,2.4160300000e-09
ell1789,3.6841900000e+02,7.8593800000e+00,6.4476700000e-02,2.4135600000e-09
ell1790,3.6748800000e+02,7.8554100000e+00,6.4418900000e-02,2.4111100000e-09
ell1791,3.6655300000e+02,7.8527400000e+00,6.4360800000e-02,2.4086500000e-09
ell1792,3.6560800000e+02,7.8514500000e+00,6.4302400000e-02,2.4062000000e-09
ell1793,3.6463800000e+02,7.8514700000e+00,6.4243700000e-02,2.4037500000e-09
ell1794,3.6367300000e+02,7.8527400000e+00,6.4184700000e-02,2.4013000000e-09
ell1795,3.6269700000e+02,7.8554800000e+00,6.4125500000e-02,2.3988600000e-09
ell1796,3.6168000000e+02,7.8594000000e+00,6.4065900000e-02,2.3964200000e-09
ell1797,3.6069100000e+02,7.8645000000e+00,6.4006100000e-02,2.3939900000e-09
ell1798,3.5967500000e+02,7.8708700000e+00,6.3946000000e-02,2.3915600000e-09
ell1799,3.5864900000e+02,7.8785800000e+00,6.3885600000e-02,2.3891300000e-09
ell1800,3.5761900000e+02,7.8874900000e+00,6.3824900000e-02,2.3867100000e-09
ell1801,3.5658500000e+02,7.8975300000e+00,6.3764000000e-02,2.3842900000e-09
ell1802,3.5554800000e+02,7.9087100000e+00,6.3702800000e-02,2.3818700000e-09
ell1803,3.5449100000e+02,7.9211100000e+00,6.3641300000e-02,2.3794600000e-09
ell1804,3.5341600000e+02,7.9345800000e+00,6.3579600000e-02,2.3770500000e-09
ell1805,3.5233800000e+02,7.9492800000e+00,6.3517600000e-02,2.3746400000e-09
ell1806,3.5126200000e+02,7.9651400000e+00,6.3455300000e-02,2.3722400000e-09
ell1807,3.5016700000e+02,7.9820900000e+00,6.3392800000e-02,2.3698400000e-09
ell1808,3.4906800000e+02,7.9999200000e+00,6.3330000000e-02,2.3674500000e-09
ell1809,3.4796500000e+02,8.0187100000e+00,6.3267000000e-02,2.3650500000e-09
ell1810,3.4685700000e+02,8.0386800000e+00,6.3203800000e-02,2.3626700000e-09
ell1811,3.4573000000e+02,8.0596200000e+00,6.3140300000e-02,2.3602800000e-09
ell1812,3.4460500000e+02,8.0816100000e+00,6.3076600000e-02,2.3579000000e-09
ell1813,3.4347500000e+02,8.1045200000e+00,6.3012600000e-02,2.3555200000e-09
ell1814,3.4233400000e+02,8.1283400000e+00,6.2948400000e-02,2.3531500000e-09
ell1815,3.4119400000e+02,8.1530800000e+00,6.2884000000e-02,2.3507700000e-09
ell1816,3.4005000000e+02,8.1786800000e+00,6.2819400000e-02,2.3484100000e-09
ell1817,3.3889300000e+02,8.2051400000e+00,6.2754500000e-02,2.3460400000e-09
ell1818,3.3773000000e+02,8.2324800000e+00,6.2689500000e-02,2.3436800000e-09
ell1819,3.3654800000e+02,8.2607700000e+00,6.2624200000e-02,2.3413200000e-09
ell1820,3.3538200000e+02,8.2896600000e+00,6.2558700000e-02,2.3389700000e-09
ell1821,3.3421800000e+02,8.3194300000e+00,6.2493100000e-02,2.3366200000e-09
ell1822,3.3304000000e+02,8.3498900000e+00,6.2427200000e-02,2.3342700000e-09
ell1823,3.3188700000e+02,8.3811900000e+00,6.2361100000e-02,2.3319200000e-09
ell1824,3.3070500000e+02,8.4128900000e+00,6.2294900000e-02,2.3295800000e-09
ell1825,3.2952500000e+02,8.4452200000e+00,6.2228500000e-02,2.3272500000e-09
ell1826,3.2833800000e+02,8.4790100000e+00,6.2161900000e-02,2.3249100000e-09
ell1827,3.2716100000e+02,8.5130800000e+00,6.2095100000e-02,2.3225800000e-09
ell1828,3.2596900000e+02,8.5476500000e+00,6.2028100000e-02,2.3202500000e-09
ell1829,3.2477800000e+02,8.5820000000e+00,6.1961000000e-02,2.3179300000e-09
ell1830,3.2358800000e+02,8.6183700000e+00,6.1893800000e-02,2.3156100000e-09
ell1831,3.2239900000e+02,8.6545200000e+00,6.1826400000e-02,2.3132900000e-09
ell1832,3.2120300000e+02,8.6912200000e+00,6.1758800000e-02,2.3109800000e-09
ell1833,3.2001500000e+02,8.7284700000e+00,6.1691100000e-02,2.3086700000e-09
ell1834,3.1882800000e+02,8.7655500000e+00,6.1623200000e-02,2.3063600000e-09
ell1835,3.1763300000e+02,8.8039400000e+00,6.1555300000e-02,2.3040500000e-09
ell1836,3.1643800000e+02,8.8436500000e+00,6.1487200000e-02,2.3017500000e-09
ell1837,3.1525100000e+02,8.8817200000e+00,6.1418900000e-02,2.2994600000e-09
ell1838,3.1406400000e+02,8.9211300000e+00,6.1350600000e-02,2.2971600000e-09
ell1839,3.1287000000e+02,8.9611600000e+00,6.1282100000e-02,2.2948700000e-09
ell1840,3.1169000000e+02,9.0003100000e+00,6.1213500000e-02,2.2925800000e-09
ell1841,3.1051000000e+02,9.0408300000e+00,6.1144800000e-02,2.2903000000e-09
ell1842,3.0933000000e+02,9.0812500000e+00,6.1076000000e-02,2.2880200000e-09
ell1843,3.0814900000e+02,9.1215700000e+00,6.1007100000e-02,2.2857400000e-09
ell1844,3.0697400000e+02,9.1625500000e+00,6.0938200000e-02,2.2834600000e-09
