Z,N,A,element,mass_excess_keV,binding_per_A_keV,binding_per_A_unc_keV,is_stable,halflife_s,primary_decay,isotopic_abundance,binding_total_keV
43,45,88,Tc,-61670.301,8389.8338,0.0466,False,6.4,B+,,738305.3744000001
44,44,88,Ru,-54340.0,8298.0,3.0,False,1.5,B+,,730224.0
45,43,88,Rh,-36860.0,8090.0,5.0,False,0.001,B+ ?,,711920.0
32,57,89,Ge,-33040.0,8161.0,4.0,False,0.06,B- ?,,726329.0
33,56,89,As,-46530.0,8304.0,3.0,False,0.22,B- ?,,739056.0
34,55,89,Se,-58992.398,8435.2799,0.0419,False,0.43,B-,,750739.9110999999
35,54,89,Br,-68274.271,8530.7802,0.0367,False,4.357,B-,,759239.4378
36,53,89,Kr,-76535.795,8614.8158,0.0241,False,189.0,B-,,766718.6062
37,52,89,Rb,-81712.399,8664.1895,0.061,False,919.2,B-,,771112.8655000001
38,51,89,Sr,-86209.026,8705.923,0.0011,False,4368643.2,B-,,774827.1470000001
39,50,89,Y,-87711.202,8714.011,0.0038,True,1e+30,IS,100.0,775546.979
40,49,89,Zr,-84877.974,8673.3865,0.0312,False,282096.0,B+,,771931.3985
41,48,89,Nb,-80625.755,8616.8184,0.2655,False,7307.999999999999,B+,,766896.8376
42,47,89,Mo,-75014.944,8544.9851,0.044,False,126.6,B+,,760503.6738999999
43,46,89,Tc,-67394.857,8450.5758,0.0429,False,12.8,B+,,752101.2462
44,45,89,Ru,-58369.424,8340.376,0.2721,False,1.32,B+,,742293.464
45,44,89,Rh,-45651.0,8189.0,4.0,False,,B+ ?,,728821.0
32,58,90,Ge,-28470.0,8109.0,6.0,False,0.03,B- ?,,729810.0
33,57,90,As,-40990.0,8240.0,4.0,False,0.07,B- ?,,741600.0
34,56,90,Se,-55800.223,8395.7672,3.6639,False,0.21,B-,,755619.0480000001
35,55,90,Br,-64000.306,8478.1865,0.0373,False,1.91,B-,,763036.785
36,54,90,Kr,-74959.259,8591.2599,0.0207,False,32.32,B-,,773213.391
37,53,90,Rb,-79365.573,8631.5262,0.0717,False,158.0,B-,,776837.358
38,52,90,Sr,-85950.945,8696.0043,0.0161,False,912399600.0,B-,,782640.3870000001
39,51,90,Y,-86496.912,8693.3778,0.0039,False,230580.0,B-,,782404.002
40,50,90,Zr,-88772.547,8709.9699,0.0013,True,1e+30,IS,51.45,783897.291
41,49,90,Nb,-82661.531,8633.377,0.0369,False,52560.0,B+,,777003.93
42,48,90,Mo,-80172.514,8597.0285,0.0385,False,20016.0,B+,,773732.5650000001
43,47,90,Tc,-70724.696,8483.36,0.0114,False,49.2,B+,,763502.4
44,46,90,Ru,-64883.801,8409.7684,0.0414,False,11.7,B+,,756879.1560000001
45,45,90,Rh,-51634.0,8254.0,2.0,False,0.029,B+,,742860.0
46,44,90,Pd,-39710.0,8113.0,4.0,False,0.01,B+ ?,,730170.0
33,58,91,As,-36500.0,8189.0,4.0,False,0.1,B- ?,,745199.0
34,57,91,Se,-50580.13,8334.8382,4.7598,False,0.27,B-,,758470.2762
35,56,91,Br,-61107.301,8441.9242,0.0389,False,0.543,B-,,768215.1022
36,55,91,Kr,-70973.974,8541.7519,0.0246,False,8.57,B-,,777299.4228999999
37,54,91,Rb,-77745.049,8607.5621,0.0857,False,58.2,B-,,783288.1510999999
38,53,91,Sr,-83651.95,8663.8759,0.0599,False,34740.0,B-,,788412.7068999999
39,52,91,Y,-86351.321,8684.9421,0.0203,False,5055264.0,B-,,790329.7311
40,51,91,Zr,-87895.592,8693.3149,0.0011,True,1e+30,IS,11.22,791091.6558999999
41,50,91,Nb,-86638.028,8670.8983,0.0322,False,21460800000.0,EC~100,,789051.7453000001
42,49,91,Mo,-82208.834,8613.6286,0.0686,False,929.4,B+,,783840.2026
43,48,91,Tc,-75986.657,8536.6558,0.026,False,188.4,B+,,776835.6778000001
44,47,91,Ru,-68239.833,8442.9287,0.0244,False,8.0,B+,,768306.5117
45,46,91,Rh,-58570.0,8328.0,3.0,False,1.47,B+,,757848.0
46,45,91,Pd,-46170.0,8183.0,5.0,False,0.032,B+,,744653.0
33,59,92,As,-30380.0,8121.0,5.0,False,0.045,B- ?,,747132.0
34,58,92,Se,-46724.0,8290.0,4.0,False,0.09,B- ?,,762680.0
35,57,92,Br,-56232.812,8384.9123,0.0729,False,0.314,B-,,771411.9316
36,56,92,Kr,-68769.329,8512.675,0.0294,False,1.84,B-,,783166.1
37,55,92,Rb,-74772.45,8569.4225,0.0666,False,4.48,B-,,788386.8700000001
38,54,92,Sr,-82867.371,8648.907,0.0372,False,9399.6,B-,,795699.4439999999
39,53,92,Y,-84816.494,8661.5894,0.0992,False,12744.0,B-,,796866.2248000001
40,52,92,Zr,-88459.024,8692.6783,0.0011,True,1e+30,IS,17.15,799726.4036
41,51,92,Nb,-86453.29,8662.3731,0.0194,False,1095132000000000.1,B+,,796938.3252000001
42,50,92,Mo,-86808.587,8657.7312,0.0017,True,1e+30,IS,14.649,796511.2704
43,49,92,Tc,-78925.703,8563.544,0.0337,False,255.0,B+,,787846.048
44,48,92,Ru,-74301.211,8504.774,0.0295,False,219.0,B+,,782439.208
45,47,92,Rh,-62999.095,8373.4211,0.0476,False,5.61,B+,,770354.7411999999
46,46,92,Pd,-54779.095,8275.5695,3.7503,False,1.06,B+,,761352.394
47,45,92,Ag,-37530.0,8080.0,4.0,False,0.001,B+ ?,,743360.0
34,59,93,Se,-40860.0,8225.0,4.0,False,0.13,B- ?,,764925.0
35,58,93,Br,-52890.235,8345.5986,4.6324,False,0.152,B-,,776140.6697999999
36,57,93,Kr,-64136.002,8458.1085,0.027,False,1.287,B-,,786604.0905
37,56,93,Rb,-72619.9,8540.9209,0.0842,False,5.84,B-,,794305.6436999999
38,55,93,Sr,-80085.844,8612.7875,0.0812,False,445.79999999999995,B-,,800989.2375
39,54,93,Y,-84227.155,8648.9054,0.1128,False,36648.0,B-,,804348.2021999999
40,53,93,Zr,-87122.028,8671.6207,0.0049,False,50811600000000.0,B-,,806460.7250999999
41,52,93,Nb,-87212.84,8664.1849,0.016,True,1e+30,IS,100.0,805769.1957
42,51,93,Mo,-86807.079,8651.4095,0.002,False,126240000000.0,EC,,804581.0835
43,50,93,Tc,-83606.116,8608.5782,0.0109,False,9900.0,B+,,800597.7726
44,49,93,Ru,-77216.723,8531.4627,0.0222,False,59.7,B+,,793426.0311
45,48,93,Rh,-69011.81,8434.8255,0.0283,False,13.9,B+,,784438.7715
46,47,93,Pd,-58981.81,8318.5637,3.9786,False,1.17,B+,,773626.4241000001
47,46,93,Ag,-46400.0,8175.0,4.0,False,2.28e-07,p,,760275.0
34,60,94,Se,-36803.0,8180.0,5.0,False,0.05,B- ?,,768920.0
35,59,94,Br,-47650.0,8287.0,2.0,False,0.07,B-,,778978.0
36,58,94,Kr,-61347.78,8424.3318,0.1288,False,0.212,B-,,791887.1892
37,57,94,Rb,-68562.791,8492.7644,0.0216,False,2.702,B-,,798319.8536
38,56,94,Sr,-78845.721,8593.8344,0.0177,False,75.3,B-,,807820.4336
39,55,94,Y,-82351.473,8622.8068,0.0679,False,1122.0,B-,,810543.8392
40,54,94,Zr,-87269.332,8666.8016,0.0018,True,1e+30,IS,17.38,814679.3504000001
41,53,94,Nb,-86369.063,8648.9014,0.0159,False,643824000000.0,B-,,812996.7316
42,52,94,Mo,-88414.079,8662.3341,0.0015,True,1e+30,IS,9.187,814259.4054
43,51,94,Tc,-84158.332,8608.7373,0.0433,False,17580.0,B+,,809221.3062000001
44,50,94,Ru,-82583.602,8583.662,0.0334,False,3108.0,B+,,806864.228
45,49,94,Rh,-72907.623,8472.4033,0.0359,False,70.6,B+,,796405.9102
46,48,94,Pd,-66102.281,8391.6832,0.0456,False,9.1,B+,,788818.2208
47,47,94,Ag,-52402.0,8238.0,4.0,False,0.027,B+,,774372.0
48,46,94,Cd,-40440.0,8102.0,5.0,False,0.08,B+ ?,,761588.0
34,61,95,Se,-30460.0,8112.0,5.0,False,0.07,B- ?,,770640.0
35,60,95,Br,-43850.0,8245.0,3.0,False,0.08,B- ?,,783275.0
36,59,95,Kr,-56158.92,8365.9963,0.1961,False,0.114,B-,,794769.6485
37,58,95,Rb,-65890.307,8460.1967,0.2131,False,0.3777,B-,,803718.6865000001
38,57,95,Sr,-75117.284,8549.0875,0.0612,False,23.9,B-,,812163.3125
39,56,95,Y,-81207.937,8604.9644,0.0714,False,618.0,B-,,817471.618
40,55,95,Zr,-85659.94,8643.5924,0.0092,False,5532364.8,B-,,821141.2779999999
41,54,95,Nb,-86786.272,8647.2133,0.0054,False,3023222.4,B-,,821485.2635
42,53,95,Mo,-87711.872,8648.7212,0.0013,True,1e+30,IS,15.873,821628.514
43,52,95,Tc,-86021.355,8622.6911,0.0535,False,69328.8,B+,,819155.6545
44,51,95,Ru,-83457.759,8587.4706,0.1,False,5785.2,B+,,815809.707
45,50,95,Rh,-78340.616,8525.3707,0.0409,False,301.2,B+,,809910.2165
46,49,95,Pd,-69965.913,8428.9807,0.0319,False,7.4,B+,,800753.1665
47,48,95,Ag,-59906.0,8315.0,4.0,False,1.78,B+,,789925.0
48,47,95,Cd,-47056.0,8171.0,6.0,False,0.032,B+,,776245.0
35,61,96,Br,-38210.0,8184.0,3.0,False,0.02,B- ?,,785664.0
36,60,96,Kr,-53081.682,8330.8721,0.2008,False,0.08,B-,,799763.7216
37,59,96,Rb,-61354.351,8408.8963,0.0349,False,0.2015,B-,,807254.0448
38,58,96,Sr,-72918.248,8521.2041,0.0882,False,1.059,B-,,818035.5936
39,57,96,Y,-78329.986,8569.4269,0.0633,False,5.34,B-,,822664.9824000001
40,56,96,Zr,-85438.86,8635.3283,0.0012,False,7.385039999999999e+26,IS,2.8,828991.5167999999
41,55,96,Nb,-85602.83,8628.8868,0.0015,False,84060.0,B-,,828373.1328
42,54,96,Mo,-88794.889,8653.988,0.0013,True,1e+30,IS,16.673,830782.848
43,53,96,Tc,-85821.648,8614.8673,0.0536,False,369792.0,B+,,827027.2608
44,52,96,Ru,-86080.385,8609.413,0.0018,True,1e+30,IS,5.54,826503.648
45,51,96,Rh,-79687.732,8534.6735,0.1042,False,594.0,B+,,819328.6560000001
46,50,96,Pd,-76183.42,8490.0207,0.0437,False,122.0,B+,,815041.9871999999
47,49,96,Ag,-64511.645,8360.2903,0.9384,False,4.45,B+,,802587.8688
48,48,96,Cd,-55572.0,8259.0,4.0,False,1.0030000000000001,B+,,792864.0
49,47,96,In,-38090.0,8069.0,5.0,False,0.001,B+ ?,,774624.0
35,62,97,Br,-34000.0,8140.0,4.0,False,0.04,B- ?,,789580.0
36,61,97,Kr,-47423.499,8269.8645,1.3444,False,0.062200000000000005,B-,,802176.8565
37,60,97,Rb,-58519.145,8376.1872,0.0197,False,0.1691,B-,,812490.1584000001
38,59,97,Sr,-68580.674,8471.8489,0.0349,False,0.432,B-,,821769.3433000001
39,58,97,Y,-76115.455,8541.4616,0.0692,False,3.75,B-,,828521.7752
40,57,97,Zr,-82936.693,8603.7182,0.0013,False,60296.399999999994,B-,,834560.6653999999
41,56,97,Nb,-85602.797,8623.1384,0.0438,False,4326.0,B-,,836444.4248
42,55,97,Mo,-87544.7,8635.0926,0.0017,True,1e+30,IS,9.582,837603.9822
43,54,97,Tc,-87224.436,8623.7254,0.0425,False,132867600000000.0,EC,,836501.3637999999
44,53,97,Ru,-86120.564,8604.2799,0.0285,False,245116.80000000002,B+,,834615.1503
45,52,97,Rh,-82597.564,8559.8949,0.3656,False,1842.0,B+,,830309.8052999999
46,51,97,Pd,-77805.852,8502.4303,0.0499,False,186.0,B+,,824735.7391
47,50,97,Ag,-70904.027,8423.2121,0.1239,False,25.5,B+,,817051.5737000001
48,49,97,Cd,-60734.027,8310.3013,4.3317,False,1.16,B+,,806099.2261
49,48,97,In,-47390.0,8165.0,4.0,False,0.036000000000000004,B+,,792005.0
35,63,98,Br,-28050.0,8078.0,4.0,False,0.015,B- ?,,791644.0
36,62,98,Kr,-44120.0,8234.0,3.0,False,0.0428,B-,,806932.0
37,61,98,Rb,-54369.152,8330.7294,0.1641,False,0.115,B-,,816411.4812
38,60,98,Sr,-66422.389,8445.7385,0.0329,False,0.653,B-,,827682.3729999999
39,59,98,Y,-72288.748,8497.6162,0.0808,False,0.548,B-,,832766.3876
40,58,98,Zr,-81281.757,8581.3984,0.0862,False,30.7,B-,,840977.0432
41,57,98,Nb,-83524.612,8596.3016,0.051,False,2.86,B-,,842437.5568
42,56,98,Mo,-88115.98,8635.1691,0.0018,True,1e+30,IS,24.292,846246.5717999999
43,55,98,Tc,-86432.214,8610.0047,0.0345,False,132552000000000.0,B-,,843780.4606
44,54,98,Ru,-88224.871,8620.314,0.0659,True,1e+30,IS,1.87,844790.772
45,53,98,Rh,-83175.219,8560.8038,0.1215,False,523.2,B+,,838958.7724
46,52,98,Pd,-81320.985,8533.8999,0.0484,False,1062.0,B+,,836322.1902000001
47,51,98,Ag,-73066.425,8441.6866,0.3358,False,47.5,B+,,827285.2868000001
48,50,98,Cd,-67636.425,8378.2953,0.5285,False,9.29,B+,,821072.9394
49,49,98,In,-53906.0,8230.0,3.0,False,0.03,B+,,806540.0
36,63,99,Kr,-38400.0,8175.0,4.0,False,0.04,B-,,809325.0
37,62,99,Rb,-51121.15,8295.301,0.0407,False,0.054,B-,,821234.799
38,61,99,Sr,-62518.527,8402.5235,0.0479,False,0.2692,B-,,831849.8265
39,60,99,Y,-70643.73,8476.6938,0.0668,False,1.484,B-,,839192.6861999999
40,59,99,Zr,-77616.67,8539.225,0.1061,False,2.1,B-,,845383.275
41,58,99,Nb,-82335.344,8578.9859,0.1213,False,15.0,B-,,849319.6041
42,57,99,Mo,-85970.106,8607.7982,0.0023,False,237355.2,B-,,852172.0217999999
43,56,99,Tc,-87327.869,8613.6105,0.0092,False,6662316000000.0,B-,,852747.4395000001
44,55,99,Ru,-87625.385,8608.7132,0.0035,True,1e+30,IS,12.76,852262.6068000001
45,54,99,Rh,-85584.522,8580.1959,0.1965,False,1391040.0000000002,B+,,849439.3941
46,53,99,Pd,-82182.861,8537.9332,0.0516,False,1284.0,B+,,845255.3868
47,52,99,Ag,-76712.483,8474.7744,0.0633,False,124.19999999999999,B+,,839002.6656000001
48,51,99,Cd,-69931.132,8398.3734,0.016,False,17.0,B+,,831438.9666
49,50,99,In,-61376.0,8304.0,3.0,False,3.11,B+,,822096.0
50,49,99,Sn,-47976.0,8161.0,6.0,False,0.024,B+,,807939.0
36,64,100,Kr,-34470.0,8134.0,4.0,False,0.012,B-,,813400.0
37,63,100,Rb,-46265.884,8244.5085,0.1312,False,0.0513,B-,,824450.85
38,62,100,Sr,-59817.505,8372.2012,0.0692,False,0.2021,B-,,837220.12
39,61,100,Y,-67321.241,8439.4151,0.1118,False,0.9400000000000001,B-,,843941.51
40,60,100,Zr,-76372.736,8522.1066,0.0814,False,7.1,B-,,852210.6599999999
41,59,100,Nb,-79791.246,8548.4683,0.0798,False,1.5,B-,,854846.8300000001
42,58,100,Mo,-86193.029,8604.6626,0.003,False,2.231292e+26,IS,9.744,860466.26
43,57,100,Tc,-86020.951,8595.1184,0.0135,False,15.46,B-~100,,859511.84
44,56,100,Ru,-89227.391,8619.3593,0.0034,True,1e+30,IS,12.6,861935.93
45,55,100,Rh,-85591.13,8575.1732,0.1813,False,74880.0,B+,,857517.32
46,54,100,Pd,-85212.672,8563.5652,0.1764,False,313632.0,EC,,856356.5199999999
47,53,100,Ag,-78137.969,8484.9947,0.05,False,120.6,B+,,848499.47
48,52,100,Cd,-74194.595,8437.7375,0.0168,False,49.1,B+,,843773.7499999999
49,51,100,In,-64178.146,8329.7495,0.0224,False,5.62,B+,,832974.95
50,50,100,Sn,-57148.146,8251.626,2.4001,False,1.18,B+,,825162.6
36,65,101,Kr,-28580.0,8075.0,5.0,False,0.009000000000000001,B- ?,,815575.0
37,64,101,Rb,-42567.417,8206.1753,0.2029,False,0.0318,B-,,828823.7053
38,63,101,Sr,-55324.914,8324.7411,0.084,False,0.11370000000000001,B-,,840798.8511
39,62,101,Y,-65054.787,8413.3305,0.0701,False,0.426,B-,,849746.3805
40,61,101,Zr,-73160.987,8485.8439,0.0825,False,2.29,B-,,857070.2339
41,60,101,Nb,-78891.488,8534.8355,0.0371,False,7.1,B-,,862018.3855
42,59,101,Mo,-83519.952,8572.9159,0.0031,False,876.5999999999999,B-,,865864.5059
43,58,101,Tc,-86344.593,8593.1366,0.2377,False,853.2,B-,,867906.7966
44,57,101,Ru,-87958.113,8601.366,0.0041,True,1e+30,IS,17.06,868737.966
45,56,101,Rh,-87412.428,8588.2172,0.0578,False,128449200.00000001,EC,,867409.9371999999
46,55,101,Pd,-85432.145,8560.8644,0.0454,False,30492.000000000004,B+,,864647.3044
47,54,101,Ag,-81334.384,8512.5465,0.0479,False,666.0,B+,,859767.1965000001
48,53,101,Cd,-75836.466,8450.3657,0.0148,False,81.60000000000001,B+,,853486.9357
49,52,101,In,-68544.901,8370.426,0.1155,False,15.1,B+,,845413.026
50,51,101,Sn,-60305.624,8281.103,2.9703,False,2.22,B+,,836391.4029999999
37,65,102,Rb,-37252.312,8152.7443,0.8128,False,0.037,B-,,831579.9186
38,64,102,Sr,-52159.311,8291.2213,0.6575,False,0.069,B-,,845704.5726
39,63,102,Y,-61172.641,8371.9172,0.04,False,0.36,B-,,853935.5544
40,62,102,Zr,-71581.427,8466.294,0.0859,False,2.01,B-,,863561.988
41,61,102,Nb,-76298.265,8504.8675,0.0246,False,4.3,B-,,867496.485
42,60,102,Mo,-83560.866,8568.3994,0.0814,False,678.0,B-,,873976.7388
43,59,102,Tc,-84572.921,8570.6514,0.0899,False,5.28,B-,,874206.4428000001
44,58,102,Ru,-89106.435,8607.4275,0.0041,True,1e+30,IS,31.55,877957.605
45,57,102,Rh,-86783.316,8576.9818,0.0628,False,17884800.0,B+,,874852.1436
46,56,102,Pd,-87902.963,8580.2887,0.0041,True,1e+30,IS,1.02,875189.4474
47,55,102,Ag,-82246.702,8517.165,0.0801,False,774.0,B+,,868750.8300000001
48,54,102,Cd,-79659.702,8484.1322,0.0163,False,330.0,B+,,865381.4844
49,53,102,In,-70694.896,8388.5719,0.0448,False,23.3,B+,,855634.3338000001
50,52,102,Sn,-64934.896,8324.4313,0.9814,False,3.8,B+,,849091.9926
51,51,102,Sb,-51100.0,8181.0,4.0,False,,p ?,,834462.0
37,66,103,Rb,-33160.0,8112.0,4.0,False,0.026000000000000002,B-,,835536.0
38,65,103,Sr,-47280.0,8242.0,2.0,False,0.053,B-,,848926.0
39,64,103,Y,-58457.034,8342.6336,0.1088,False,0.23900000000000002,B-,,859291.2607999999
40,63,103,Zr,-67808.993,8425.8337,0.0895,False,1.38,B-,,867860.8710999999
41,62,103,Nb,-75028.667,8488.332,0.0382,False,1.34,B-,,874298.196
42,61,103,Mo,-80954.331,8538.2672,0.0895,False,67.5,B-,,879441.5216
43,60,103,Tc,-84603.92,8566.1045,0.0952,False,54.2,B-,,882308.7635
44,59,103,Ru,-87267.168,8584.3656,0.0043,False,3390768.0,B-,,884189.6567999999
45,58,103,Rh,-88031.705,8584.1927,0.0223,True,1e+30,IS,100.0,884171.8481
46,57,103,Pd,-87456.98,8571.0173,0.0085,False,1468022.4,EC,,882814.7819
47,56,103,Ag,-84802.702,8537.652,0.0398,False,3942.0,B+,,879378.156
48,55,103,Cd,-80651.626,8489.7547,0.0176,False,438.0,B+,,874444.7341
49,54,103,In,-74632.397,8423.7199,0.0872,False,60.0,B+,,867643.1497
50,53,103,Sn,-67092.0,8343.0,1.0,False,7.0,B+,,859329.0
51,52,103,Sb,-56670.0,8234.0,3.0,False,,p ?,,848102.0
37,67,104,Rb,-27450.0,8057.0,5.0,False,0.035,B- ?,,837928.0
38,66,104,Sr,-43760.0,8206.0,3.0,False,0.0506,B-,,853424.0
39,65,104,Y,-54080.0,8298.0,2.0,False,0.197,B-,,862992.0
40,64,104,Zr,-65717.66,8402.3159,0.0896,False,0.92,B-,,873840.8535999999
41,63,104,Nb,-71810.997,8453.3832,0.0172,False,0.98,B-,,879151.8528
42,62,104,Mo,-80343.748,8527.9063,0.0857,False,60.0,B-,,886902.2552
43,61,104,Tc,-82498.969,8541.107,0.2393,False,1098.0,B-,,888275.128
44,60,104,Ru,-88095.763,8587.3998,0.024,True,1e+30,IS,18.62,893089.5791999999
45,59,104,Rh,-86959.344,8568.9501,0.0221,False,42.3,B-,,891170.8104
46,58,104,Pd,-89395.123,8584.8485,0.0129,True,1e+30,IS,11.14,892824.244
47,57,104,Ag,-85116.47,8536.185,0.0406,False,4152.0,B+,,887763.24
48,56,104,Cd,-83968.391,8517.6232,0.0161,False,3462.0,B+,,885832.8128
49,55,104,In,-76182.675,8435.238,0.0555,False,108.0,B+,,877264.752
50,54,104,Sn,-71627.057,8383.9114,0.0552,False,20.8,B+,,871926.7856000001
51,53,104,Sb,-59295.0,8258.0,1.0,False,0.47000000000000003,B+,,858832.0
52,52,104,Te,-49626.831,8157.3256,3.0539,False,4e-09,A,,848361.8624
38,67,105,Sr,-38190.0,8152.0,5.0,False,0.039,B-,,855960.0
39,66,105,Y,-50570.0,8262.0,4.0,False,0.095,B-,,867510.0
40,65,105,Zr,-61458.274,8358.598,0.1153,False,0.67,B-,,877652.79
41,64,105,Nb,-69915.547,8431.6925,0.0384,False,2.91,B-,,885327.7124999999
42,63,105,Mo,-77330.788,8494.863,0.0862,False,36.3,B-,,891960.615
43,62,105,Tc,-82286.303,8534.6074,0.3358,False,458.4,B-,,896133.7770000001
44,61,105,Ru,-85934.543,8561.9016,0.0238,False,15980.4,B-,,898999.668
45,60,105,Rh,-87851.27,8572.7053,0.0238,False,127227.6,B-,,900134.0565
46,59,105,Pd,-88417.905,8570.6509,0.0108,True,1e+30,IS,22.33,899918.3445
47,58,105,Ag,-87070.848,8550.3708,0.0433,False,3567456.0,B+,,897788.934
48,57,105,Cd,-84333.849,8516.8532,0.0133,False,3330.0,B+,,894269.586
49,56,105,In,-79640.582,8464.7045,0.0976,False,304.20000000000005,B+,,888793.9725
50,55,105,Sn,-73338.001,8397.229,0.0378,False,32.7,B+,,881709.0449999999
51,54,105,Sb,-64015.491,8300.9923,0.2079,False,1.12,B+,,871604.1915
52,53,105,Te,-52811.509,8186.8368,2.8573,False,6.33e-07,A~100,,859617.8640000001
38,68,106,Sr,-34300.0,8114.0,6.0,False,0.021,B-,,860084.0
39,67,106,Y,-45790.0,8215.0,5.0,False,0.075,B-,,870790.0
40,66,106,Zr,-58749.0,8330.0,2.0,False,0.179,B-,,882980.0
41,65,106,Nb,-66202.678,8393.2657,0.0134,False,0.9,B-,,889686.1642
42,64,106,Mo,-76128.003,8479.5202,0.0861,False,8.73,B-,,898829.1412000001
43,63,106,Tc,-79776.253,8506.557,0.1156,False,35.6,B-,,901695.0420000001
44,62,106,Ru,-86323.253,8560.9406,0.0509,False,32123520.0,B-,,907459.7036
45,61,106,Rh,-86362.656,8553.9317,0.0508,False,30.07,B-,,906716.7601999999
46,60,106,Pd,-89907.543,8579.9934,0.0104,True,1e+30,IS,27.33,909479.3004
47,59,106,Ag,-86942.399,8544.6397,0.0285,False,1437.6000000000001,B+~100,,905731.8082
48,58,106,Cd,-87132.153,8539.0492,0.0104,True,1e+30,IS,1.245,905139.2152
49,57,106,In,-80608.15,8470.1213,0.1153,False,372.0,B+,,897832.8578000001
50,56,106,Sn,-77353.698,8432.0383,0.048,False,115.19999999999999,B+,,893796.0598
51,55,106,Sb,-66473.301,8322.0124,0.0703,False,0.6,B+,,882133.3143999999
52,54,106,Te,-58219.759,8236.7682,0.9485,False,7.8e-05,A,,873097.4292
53,53,106,I,-43300.0,8089.0,4.0,False,,A ?,,857434.0
38,69,107,Sr,-28250.0,8057.0,7.0,False,0.025,B- ?,,862099.0
39,68,107,Y,-41970.0,8178.0,5.0,False,0.0335,B-,,875046.0
40,67,107,Zr,-54020.0,8284.0,3.0,False,0.1457,B-,,886388.0
41,66,107,Nb,-63723.805,8367.0898,0.075,False,0.28600000000000003,B-,,895278.6085999999
42,65,107,Mo,-72544.975,8442.219,0.0862,False,3.5,B-,,903317.433
43,64,107,Tc,-78749.967,8492.8979,0.0811,False,21.2,B-,,908740.0753
44,63,107,Ru,-83862.565,8533.3676,0.0811,False,225.0,B-,,913070.3332
45,62,107,Rh,-86863.711,8554.104,0.1126,False,1302.0,B-,,915289.1279999999
46,61,107,Pd,-88372.654,8560.8946,0.0112,False,205140000000000.0,B-,,916015.7222
47,60,107,Ag,-88406.7,8553.9012,0.0223,True,1e+30,IS,51.839,915267.4284
48,59,107,Cd,-86990.325,8533.3524,0.0155,False,23400.0,B+,,913068.7067999999
49,58,107,In,-83566.667,8494.0439,0.0902,False,1944.0,B+,,908862.6973000001
50,57,107,Sn,-78512.239,8439.4946,0.0496,False,174.0,B+,,903025.9222
51,56,107,Sb,-70653.248,8358.7344,0.0388,False,4.0,B+,,894384.5807999999
52,55,107,Te,-60657.0,8258.0,1.0,False,0.00322,A,,883606.0
53,54,107,I,-49430.0,8146.0,3.0,False,1.9999999999999998e-05,A ?,,871622.0
39,69,108,Y,-36780.0,8129.0,6.0,False,0.03,B-,,877932.0
40,68,108,Zr,-50950.0,8253.0,4.0,False,0.0785,B-,,891324.0
41,67,108,Nb,-59545.198,8325.6604,0.0763,False,0.201,B-,,899171.3232000001
42,66,108,Mo,-70749.297,8422.1581,0.0854,False,1.105,B-,,909593.0748000001
43,65,108,Tc,-75922.831,8462.8172,0.0812,False,5.17,B-,,913984.2575999999
44,64,108,Ru,-83661.404,8527.2267,0.0804,False,273.0,B-,,920940.4835999999
45,63,108,Rh,-85031.156,8532.6657,0.1296,False,16.8,B-,,921527.8955999999
46,62,108,Pd,-89524.215,8567.0241,0.0103,True,1e+30,IS,26.46,925238.6028000001
47,61,108,Ag,-87606.792,8542.0262,0.0221,False,142.92000000000002,B-,,922538.8296
48,60,108,Cd,-89252.423,8550.0196,0.0104,True,1e+30,IS,0.888,923402.1168
49,59,108,In,-84119.828,8495.2516,0.08,False,3480.0,B+,,917487.1728
50,58,108,Sn,-82069.949,8469.0273,0.0498,False,618.0,B+,,914654.9484
51,57,108,Sb,-72445.341,8372.6666,0.0509,False,7.4,B+,,904247.9928
52,56,108,Te,-65781.676,8303.7221,0.0501,False,2.1,B+,,896801.9868000001
53,55,108,I,-52771.0,8176.0,1.0,False,0.0264,A~99.50 21,,883008.0
54,54,108,Xe,-42632.357,8074.8886,3.5139,False,7.2e-05,A,,872087.9688
39,70,109,Y,-32480.0,8089.0,6.0,False,0.025,B-,,881701.0
40,69,109,Zr,-45730.0,8204.0,5.0,False,0.056,B-,,894236.0
41,68,109,Nb,-56689.8,8297.1307,3.9524,False,0.10690000000000001,B-,,904387.2463
42,67,109,Mo,-66659.285,8381.4163,0.1026,False,0.7000000000000001,B-,,913574.3767000001
43,66,109,Tc,-74282.828,8444.1796,0.0887,False,0.905,B-,,920415.5763999999
44,65,109,Ru,-80738.455,8496.228,0.0821,False,34.4,B-,,926088.852
45,64,109,Rh,-84999.251,8528.1404,0.0371,False,80.8,B-,,929567.3036
46,63,109,Pd,-87606.484,8544.8825,0.0102,False,48924.0,B-,,931392.1925
47,62,109,Ag,-88719.431,8547.9155,0.0118,True,1e+30,IS,48.161,931722.7895
48,61,109,Cd,-88504.33,8538.7646,0.0141,False,39856320.0,EC,,930725.3414
49,60,109,In,-86489.526,8513.1027,0.0364,False,14972.4,B+,,927928.1943
50,59,109,Sn,-82630.18,8470.5183,0.0729,False,1086.0,B+,,923286.4946999999
51,58,109,Sb,-76250.986,8404.8161,0.0483,False,17.2,B+,,916124.9549
52,57,109,Te,-67715.399,8319.3305,0.0402,False,4.4,B+,,906807.0245
